morton_code,lat,lon,abs_per_traversal,abs_per_traversal_shrunk,abs_events,n_rides,abs_per_1k_points,stop_rate,flow_index,crowd_v_p50,crowd_v_p85,demand_p90,radius_p50,grade_mean,elev_mean,n_points
122010200011210320,47.86534,11.5422,0.1,0.03506,1,10,10.52632,0.0,0.5,12.50001,15.80556,21.84324,98.29334,-1.04884,742.9653,95
122001133331210301,47.68626,11.19125,0.1,0.03506,1,10,31.25,0.1,0.9,13.8889,16.11112,10.48103,133.48685,3.49692,682.2639,32
122010022323112232,47.74623,11.75884,0.1,0.03506,1,10,14.92537,0.2,0.7,16.01042,18.72223,5.13492,215.29359,1.94277,788.4707,67
122010200001221231,47.88755,11.3536,0.1,0.03506,1,10,13.15789,0.1,0.9,24.90996,28.05558,10.55024,492.83759,0.07651,667.641,76
122010200102320312,47.97364,11.65382,0.1,0.03506,1,10,4.13223,0.4,0.6,8.33754,12.5,2.23167,83.87391,0.38258,623.50006,242
122001311102032012,47.93568,10.92443,0.1,0.03506,1,10,30.30303,0.0,1.0,27.77778,30.11111,2.27716,,1.36503,742.16315,33
122001311102032013,47.935,10.92462,0.1,0.03506,1,10,38.46154,0.0,1.0,24.44445,28.19445,3.19788,,2.64997,743.7229,26
122001311111202123,47.87184,11.16997,0.09524,0.05005,2,21,17.69912,0.04762,0.90476,19.44446,22.15339,1.36738,,-0.28385,578.16345,113
122010200000102110,47.82468,11.30291,0.09524,0.05005,2,21,5.8309,0.04762,0.7619,7.77778,10.27778,15.02324,41.39954,1.18491,608.92084,343
122010200111003102,47.82511,11.88272,0.09524,0.05005,2,21,1.85529,0.2381,0.66667,12.77779,21.3889,5.73663,51.14942,-0.52294,675.639,1078
122001311101300310,47.86318,11.03903,0.09524,0.05005,2,21,12.57862,0.0,1.0,15.00001,17.5,25.58225,86.69008,-1.66192,712.64606,159
122001133323333131,47.80486,11.07351,0.09091,0.03393,1,11,8.77193,0.0,0.90909,11.80556,13.88889,7.83551,95.52333,-0.06936,613.82275,114
122001133323230301,47.79696,11.0158,0.09091,0.03393,1,11,9.61538,0.0,1.0,13.88889,16.11112,28.52832,72.2987,0.58272,863.124,104
122010022123301231,47.42587,11.74893,0.09091,0.03393,1,11,9.17431,0.0,0.81818,16.25001,20.51737,4.36656,349.69453,0.25811,988.0388,109
122010022323311320,47.77756,11.77259,0.09091,0.03393,1,11,12.82051,0.0,0.90909,20.55556,23.73611,15.80351,211.09203,-2.22719,731.75934,78
122010200101232312,47.89709,11.72007,0.09091,0.03393,1,11,6.75676,0.27273,0.36364,11.01208,14.13889,10.70647,93.4027,1.85416,671.41376,148
122010022332121211,47.75255,11.83718,0.09091,0.03393,1,11,5.91716,0.18182,0.45455,11.68061,13.61112,11.76287,54.08535,0.76421,777.8046,169
122001133331203311,47.69806,11.18388,0.09091,0.03393,1,11,17.54386,0.0,1.0,18.61111,22.22224,3.74985,,0.45407,683.9357,57
122001133331212000,47.6923,11.18442,0.09091,0.03393,1,11,12.19512,0.0,1.0,13.8889,17.45835,8.08674,159.56628,-0.77998,664.97064,82
122010022323103323,47.74646,11.75153,0.09091,0.03393,1,11,8.13008,0.09091,0.81818,19.5139,24.07987,9.41309,430.13528,-0.60691,776.49915,123
122010200110000320,47.82092,11.78368,0.09091,0.03393,1,11,20.40816,0.0,0.90909,23.61111,28.05557,5.9956,,1.64715,739.10394,49
122010200110001220,47.82206,11.78853,0.09091,0.03393,1,11,55.55556,0.0,1.0,23.61113,27.47222,4.56477,,0.17969,734.5253,18
122010200110001222,47.82217,11.7892,0.09091,0.03393,1,11,26.31579,0.0,0.90909,21.11111,27.625,3.81396,,0.23375,732.22546,38
122010200110001232,47.82247,11.79172,0.09091,0.03393,1,11,21.73913,0.0,1.0,23.8889,27.56944,4.29328,,-0.00646,732.2656,46
122001311101033102,47.8475,11.02547,0.09091,0.03393,1,11,20.0,0.0,1.0,21.80556,25.73611,2.1386,693.01324,0.23965,777.7974,50
122010022333202032,47.78409,11.86863,0.09091,0.03393,1,11,20.83333,0.0,0.90909,21.30878,27.48611,8.3188,539.32758,0.03612,753.4737,48
122010200003130111,47.92301,11.41433,0.09091,0.03393,1,11,16.94915,0.0,0.90909,11.66667,20.55556,6.92262,155.29111,-2.65401,689.9233,59
122010200003131000,47.92308,11.41539,0.09091,0.03393,1,11,5.78035,0.0,0.81818,10.83333,13.61111,14.35648,79.52494,-2.8811,692.61426,173
122010022233233331,47.81062,11.55705,0.09091,0.03393,1,11,4.97512,0.09091,0.54545,11.94445,16.38889,20.57742,92.93743,-0.60001,654.3586,201
122010200013320112,47.96816,11.56715,0.09091,0.03393,1,11,26.31579,0.0,0.90909,26.94446,30.40278,14.02854,121.58078,-1.17806,673.098,38
122010022233132103,47.75964,11.58752,0.09091,0.03393,1,11,2.07469,0.36364,0.54545,5.99663,11.66668,3.94338,30.36189,0.21525,720.6527,482
122010200112111120,47.90328,11.86012,0.09091,0.03393,1,11,16.39344,0.09091,0.81818,16.38889,20.83334,2.29065,,-0.29086,579.0648,61
122010200013123323,47.94368,11.57617,0.08571,0.05549,3,35,5.386,0.05714,0.62857,10.0,12.50001,14.71321,67.26039,0.21367,708.7695,557
122010022323100320,47.73298,11.73909,0.08333,0.04663,2,24,27.39726,0.0,0.91667,16.38889,18.11111,11.65488,190.08366,-0.4295,753.3783,73
122010022323120033,47.7513,11.73848,0.08333,0.04663,2,24,2.49688,0.41667,0.41667,7.22223,13.05557,3.07722,49.66149,-2.27704,754.489,801
122010200000223013,47.89146,11.26538,0.08333,0.03287,1,12,7.5188,0.0,1.0,15.0,16.11112,9.47943,202.86214,-0.96666,608.0228,133
122010200101330212,47.88584,11.75882,0.08333,0.03287,1,12,18.51852,0.0,1.0,29.72222,34.16667,22.40518,326.34804,-0.88805,723.46405,54
122001133231302100,47.69238,10.86099,0.08333,0.03287,1,12,9.00901,0.0,0.83333,18.33335,23.61113,12.77343,251.46817,-3.58179,792.1673,111
122001133323231203,47.7976,11.02136,0.08333,0.03287,1,12,9.09091,0.0,1.0,14.16668,17.12501,22.09697,93.11605,1.66442,898.2121,110
122010200001330321,47.88718,11.41102,0.08333,0.03287,1,12,1.99203,0.08333,0.5,17.22222,26.01241,17.18401,249.36259,0.08042,589.42163,502
122010022323311321,47.77758,11.77374,0.08333,0.03287,1,12,12.5,0.16667,0.75,20.97222,25.83333,18.28591,219.31865,-1.50177,730.56384,80
122010200110030110,47.83522,11.80813,0.08333,0.03287,1,12,3.89105,0.08333,0.66667,8.05556,11.11111,24.5502,33.60522,-3.54864,663.02277,257
122010200110012300,47.82995,11.80603,0.08333,0.03287,1,12,14.49275,0.0,0.91667,18.05556,22.61333,18.57172,185.93855,-0.61275,695.0958,69
122001311113000123,47.90521,11.16979,0.08333,0.03287,1,12,9.00901,0.08333,0.83333,13.05556,15.1389,18.48999,94.99746,0.24886,577.23975,111
122010200001132200,47.8522,11.40402,0.08333,0.03287,1,12,40.0,0.08333,0.83333,22.09474,26.74352,2.13042,,-0.09431,614.08154,25
122010022223031333,47.75674,11.38156,0.08333,0.03287,1,12,7.0922,0.08333,0.83333,12.69597,15.27778,11.23646,178.41138,-0.00624,633.78937,141
122010022223120222,47.75738,11.38198,0.08333,0.03287,1,12,24.39024,0.08333,0.91667,13.61112,16.19444,5.9093,265.76932,0.81962,638.358,41
122010200110031121,47.83784,11.81773,0.08,0.0456,2,25,7.93651,0.04,0.8,15.83335,19.44444,2.74113,25.23302,-0.62319,689.992,252
122010022200231020,47.53026,11.28408,0.07937,0.06087,5,63,9.68992,0.0,0.93651,18.61113,23.83882,6.97005,480.50192,-0.53934,907.98206,516
122010022223111012,47.72692,11.41842,0.07692,0.05173,3,39,12.87554,0.0,1.0,21.38891,23.88889,6.87548,415.76874,-1.35071,592.9355,233
122010200101030330,47.84332,11.71988,0.07692,0.05173,3,39,6.81818,0.12821,0.82051,18.61111,28.61111,14.11117,55.70418,-0.29037,713.1889,440
122010022201223021,47.5414,11.35087,0.07692,0.04461,2,26,8.58369,0.03846,0.88462,13.33334,16.72223,16.58443,135.39536,-1.13787,830.36975,233
122001311112201120,47.94802,11.0914,0.07692,0.04461,2,26,9.56938,0.03846,0.96154,13.22961,14.72222,11.59958,127.93796,-0.47473,606.87244,209
122010022033320132,47.44324,11.56604,0.07692,0.03188,1,13,25.0,0.0,1.0,15.27778,16.70834,11.41404,150.84128,1.5933,1070.8887,40
122010200002022331,47.94236,11.26095,0.07692,0.03188,1,13,10.52632,0.07692,0.92308,21.38889,24.11113,10.51793,294.1037,0.31199,682.4311,95
122010200112133303,47.94071,11.8622,0.07692,0.03188,1,13,8.92857,0.0,0.46154,10.60736,15.55556,17.32713,93.01122,-2.03409,591.4902,112
122010200010311003,47.85788,11.50456,0.07692,0.03188,1,13,25.0,0.0,1.0,23.61111,27.34724,3.6194,,-0.07092,507.99063,40
122001133332301330,47.77737,11.13814,0.07692,0.03188,1,13,5.34759,0.15385,0.84615,14.30557,18.40279,12.31802,188.39322,-0.15661,601.64355,187
122001311113000132,47.90497,11.1709,0.07692,0.03188,1,13,7.8125,0.15385,0.76923,12.22222,13.88889,5.9879,154.62184,0.11221,576.77765,128
122010200003131011,47.9226,11.41965,0.07692,0.03188,1,13,4.92611,0.0,0.92308,11.94445,15.75,18.2078,105.96311,0.09516,625.59814,203
122010200001221023,47.88307,11.35119,0.07692,0.03188,1,13,9.34579,0.0,0.92308,18.05557,21.94445,4.98368,,-5.22797,636.7975,107
122001133133312101,47.4285,11.23556,0.07692,0.03188,1,13,6.49351,0.0,0.84615,11.66668,13.33334,17.69939,86.96301,1.37163,1026.5529,154
122010200000002203,47.83094,11.25207,0.07692,0.03188,1,13,13.51351,0.0,1.0,18.05557,21.89571,16.41138,169.05978,1.45175,646.2339,74
122010022321330011,47.70332,11.75997,0.07692,0.03188,1,13,6.21118,0.0,1.0,13.05555,16.11112,6.61279,171.96478,-2.24871,757.1942,161
122010022321330013,47.70463,11.75969,0.07692,0.03188,1,13,7.24638,0.15385,0.84615,12.5,15.48689,3.91122,,-1.86548,753.1066,138
122001311113102110,47.9121,11.21498,0.07692,0.03188,1,13,17.54386,0.0,1.0,27.5,31.53214,1.8293,,2.68506,740.869,57
122010200012002002,47.9133,11.42642,0.07692,0.03188,1,13,4.83092,0.30769,0.53846,8.96013,11.11111,3.02773,103.01023,-0.33923,588.5485,207
122010022302213033,47.60837,11.63966,0.07407,0.04366,2,27,7.06714,0.07407,0.92593,24.44444,28.81252,20.58594,256.79399,-0.34128,975.7722,283
122010022233321320,47.79946,11.57477,0.07407,0.04366,2,27,5.27704,0.0,0.81481,11.94444,14.72222,17.23814,122.69363,1.7144,734.89453,379
122010022302032130,47.58488,11.63234,0.07407,0.04366,2,27,8.92857,0.0,1.0,17.50001,24.08509,19.56378,141.85567,2.82694,864.32947,224
122010022203220132,47.61899,11.3473,0.07143,0.05331,4,56,9.43396,0.0,0.83929,8.8889,11.11112,34.51547,21.28044,-2.44114,846.9752,424
122010022220131013,47.6606,11.33181,0.07143,0.04922,3,42,10.71429,0.02381,0.95238,24.72222,31.86112,13.77441,439.64267,-0.11436,630.93567,280
122010200010222222,47.89966,11.42658,0.07143,0.04922,3,42,10.41667,0.02381,0.83333,16.66668,20.55556,5.49911,84.29687,-0.21316,595.43713,288
122010200000113111,47.8243,11.33694,0.07143,0.04275,2,28,7.06714,0.0,1.0,14.44444,16.11112,2.77545,99.46856,0.30672,602.22815,283
122010200101013020,47.82723,11.72248,0.07143,0.04275,2,28,12.98701,0.0,0.96429,16.11111,20.27778,3.0107,347.21918,1.23113,758.06976,154
122010022200331230,47.5359,11.3303,0.07143,0.04275,2,28,9.04977,0.03571,0.96429,15.00001,17.77778,19.82012,88.26573,0.09706,861.4737,221
122010022323311221,47.77778,11.76841,0.07143,0.03094,1,14,12.98701,0.0,0.92857,21.94444,25.0,7.61052,42.2736,4.29748,739.6623,77
122010200101110011,47.81318,11.76029,0.07143,0.03094,1,14,10.6383,0.0,0.71429,17.63889,26.4028,12.78264,61.07967,-1.22338,768.8046,94
122001133310023113,47.49576,11.09561,0.07143,0.03094,1,14,1.92678,0.42857,0.42857,4.72223,10.23827,9.16964,23.73224,-0.83054,703.43384,519
122010200101003131,47.82695,11.71032,0.07143,0.03094,1,14,6.80272,0.07143,0.64286,16.80557,20.34723,1.54702,38.38224,-0.92032,724.385,147
122010022223301233,47.77886,11.3977,0.07143,0.03094,1,14,11.62791,0.0,1.0,29.44444,33.95836,5.6271,,-0.33634,612.71814,86
122010022223303011,47.77973,11.39708,0.07143,0.03094,1,14,47.61905,0.0,1.0,26.11111,32.22225,4.08072,,-0.42725,612.79535,21
122010200000211320,47.86528,11.28955,0.07143,0.03094,1,14,6.25,0.07143,0.71429,14.44444,16.94446,13.27763,160.01099,0.25683,632.25964,160
122010200000211302,47.86396,11.28944,0.07143,0.03094,1,14,6.71141,0.07143,0.92857,15.00001,17.22224,6.26398,241.20932,-1.45099,637.82086,149
122010200013030211,47.92885,11.54032,0.07143,0.03094,1,14,15.87302,0.0,1.0,26.38891,32.44445,19.1348,309.59802,-0.55847,677.9287,63
122010200112111031,47.90366,11.85899,0.07143,0.03094,1,14,6.89655,0.07143,0.64286,12.77779,19.91667,16.46137,43.0694,-0.13867,573.9755,145
122010022202120103,47.57282,11.30124,0.06667,0.05065,4,60,8.04829,0.0,0.95,17.50001,23.88891,15.7114,245.10751,-0.01051,859.9738,497
122010022033320202,47.44628,11.5583,0.06667,0.03006,1,15,9.34579,0.0,1.0,17.22222,18.88889,6.38558,382.19427,0.16465,1051.6455,107
122010022033320203,47.44614,11.55967,0.06667,0.03006,1,15,9.43396,0.0,1.0,16.11112,18.05557,10.48164,260.86966,1.02715,1053.5771,106
122001311111321022,47.88322,11.21767,0.06667,0.03006,1,15,6.06061,0.06667,0.4,11.94445,17.50001,23.1859,102.89557,-1.66773,633.5743,165
122010200110202301,47.87352,11.78463,0.06667,0.03006,1,15,7.63359,0.0,0.73333,20.55556,26.25001,6.82892,120.28681,1.56909,685.4873,131
122010200110202231,47.87664,11.7825,0.06667,0.03006,1,15,15.15152,0.0,1.0,26.25,30.69445,5.54989,,0.08033,689.07025,66
122010200003101100,47.90145,11.39848,0.06667,0.03006,1,15,14.49275,0.0,0.93333,16.66668,19.44444,15.70164,159.658,-1.86738,691.668,69
122010200000032012,47.84704,11.27592,0.06667,0.03006,1,15,22.22222,0.0,1.0,18.15279,21.11112,18.21691,136.16591,0.29791,645.52216,45
122001133322223202,47.80937,10.91,0.06667,0.03006,1,15,2.63852,0.13333,0.86667,11.38889,18.05556,6.4426,249.2843,-1.08989,697.5726,379
122001133323301211,47.7742,11.04657,0.06667,0.03006,1,15,8.69565,0.0,0.2,6.66667,10.55556,34.53193,14.49593,4.51093,639.69183,115
122010200001200120,47.86008,11.34367,0.06667,0.03006,1,15,9.70874,0.0,0.86667,18.05557,21.3889,17.42841,170.34071,0.55059,627.08234,103
122001311100323002,47.89154,10.9541,0.06667,0.03006,1,15,7.75194,0.0,0.73333,14.72222,20.54026,25.37973,136.52222,2.7909,743.788,129
122010022231301010,47.6814,11.57245,0.06579,0.05262,5,76,8.23723,0.02632,0.86842,20.55557,23.33333,8.45612,64.14732,-0.94677,698.0067,607
122010200003010032,47.905,11.36333,0.06452,0.04023,2,31,8.92857,0.0,0.80645,15.97222,20.27778,12.05648,84.0232,2.10755,704.5477,224
122010022221323302,47.72162,11.39903,0.06452,0.04023,2,31,11.23596,0.0,0.96774,20.83335,22.7778,11.61386,348.54973,-0.15868,613.815,178
122010022221322233,47.72358,11.38662,0.06452,0.04023,2,31,13.60544,0.0,1.0,25.2778,28.33336,4.6302,,-0.35328,610.0671,147
122010022323213022,47.78431,11.72351,0.06452,0.04023,2,31,5.97015,0.06452,0.87097,18.05556,23.0488,5.49273,713.57452,-0.37313,782.3112,335
122010022203221200,47.62087,11.34922,0.06349,0.04882,4,63,4.63499,0.03175,0.88889,12.5,16.11111,22.99049,81.58227,1.48511,873.3191,863
122010200012000213,47.90777,11.43086,0.0625,0.04488,3,48,2.91545,0.35417,0.375,6.38889,10.27778,12.52146,44.55705,-1.29193,591.1313,1029
122010022232000311,47.73104,11.43608,0.0625,0.03946,2,32,13.98601,0.0,0.96875,23.88889,25.98278,5.65589,,-0.40775,625.89825,143
122001311102110300,47.9062,10.97098,0.0625,0.03946,2,32,5.68182,0.40625,0.40625,7.22222,12.77778,19.29996,40.60551,0.55006,719.9316,352
122010200001110203,47.82004,11.40582,0.0625,0.02922,1,16,8.62069,0.0,0.875,18.61987,22.98611,5.21594,318.81185,1.40487,630.6448,116
122010022332121113,47.74822,11.84217,0.0625,0.02922,1,16,5.52486,0.1875,0.5625,9.72222,15.55556,14.84082,61.46243,0.43475,784.5919,181
122010200010101221,47.82178,11.48286,0.0625,0.02922,1,16,10.10101,0.0,0.625,16.3889,20.91668,8.06527,313.11551,-0.54812,609.77783,99
122001311102030102,47.9244,10.92648,0.0625,0.02922,1,16,3.43643,0.25,0.5,9.16667,12.63889,11.15553,103.40084,-0.00452,743.11346,291
122010200000032010,47.84626,11.27564,0.0625,0.02922,1,16,6.49351,0.0625,0.75,18.33333,23.05556,19.8399,140.03343,-0.2519,648.0886,154
122001311100300201,47.86252,10.9442,0.0625,0.02922,1,16,7.29927,0.0,0.9375,19.48271,23.26606,21.89367,149.23831,-1.60589,738.15656,137
122001133323301300,47.77426,11.04728,0.0625,0.02922,1,16,5.91716,0.0,0.75,12.22223,14.72222,15.63622,116.90816,1.298,636.6009,169
122010022203220133,47.6193,11.34836,0.06154,0.04767,4,65,2.48756,0.04615,0.8,11.3889,15.00001,30.21897,57.32012,-0.45237,848.0106,1608
122010200010311001,47.8569,11.50525,0.06061,0.03872,2,33,8.33333,0.0303,0.9697,16.38889,21.94444,3.16279,,-1.03436,626.8772,240
122010200110122333,47.85631,11.83167,0.05882,0.04299,3,51,9.67742,0.01961,0.86275,17.22224,25.0,7.00858,361.34644,-1.42287,699.6818,310
122001133300223220,47.54663,10.91003,0.05882,0.04299,3,51,7.53769,0.01961,0.94118,16.66667,20.00001,18.79534,141.0621,3.30974,1050.6501,398
122010200001110201,47.8189,11.40559,0.05882,0.02843,1,17,1.81488,0.05882,0.94118,19.72222,25.55556,9.04702,185.35968,-0.03808,643.0655,551
122010200003010113,47.90251,11.37014,0.05882,0.02843,1,17,2.15054,0.17647,0.76471,12.61413,17.94444,12.48451,100.17596,-0.16487,704.07587,465
122010200111003103,47.82604,11.88316,0.05882,0.02843,1,17,27.77778,0.0,1.0,19.30556,24.86111,3.38507,,1.10854,665.6,36
122010022123302013,47.4304,11.73848,0.05882,0.02843,1,17,10.20408,0.11765,0.88235,16.3889,19.44444,9.31847,279.46291,-0.87351,960.9709,98
122010200101221332,47.88892,11.70909,0.05882,0.02843,1,17,8.06452,0.05882,0.58824,11.66667,16.66667,18.50821,97.27428,0.41772,689.4528,124
122001311112313000,47.95598,11.15143,0.05882,0.02843,1,17,6.66667,0.11765,0.88235,18.61111,21.375,2.90296,,0.39353,563.93494,150
122010200100201013,47.85814,11.61756,0.05882,0.02843,1,17,7.29927,0.0,0.64706,15.55556,19.44446,17.59257,126.43747,-1.54393,749.54846,137
122010022233120033,47.7513,11.56239,0.05882,0.02843,1,17,3.71747,0.0,0.70588,11.66667,13.8889,4.57054,210.38622,-0.10285,657.3515,269
122001311100302230,47.87632,10.94538,0.05882,0.02843,1,17,7.24638,0.0,0.94118,19.83377,22.59028,19.08463,200.0611,1.75229,745.7456,138
122010022232201113,47.77063,11.44695,0.05882,0.02843,1,17,7.8125,0.0,0.88235,20.83334,26.66068,12.43768,321.96083,0.31042,537.41455,128
122010200011130100,47.8351,11.5856,0.05714,0.03731,2,35,6.84932,0.02857,0.97143,18.61111,22.22224,22.52911,124.04375,1.23621,711.7613,292
122010200011112030,47.82692,11.58267,0.05714,0.03731,2,35,8.47458,0.0,0.97143,23.05556,27.7778,14.68472,306.30692,-1.46245,704.7919,236
122010022221031002,47.66036,11.37171,0.05714,0.03731,2,35,3.36134,0.05714,0.94286,12.22223,13.61112,3.79102,247.20493,0.3669,614.04535,595
122010200101120203,47.84184,11.73582,0.05556,0.03664,2,36,6.0241,0.02778,0.91667,11.66667,13.8889,10.13494,126.70303,-0.08813,721.596,332
122010022203031200,47.57758,11.37174,0.05556,0.02768,1,18,6.0241,0.05556,0.88889,15.27778,19.13889,11.71734,184.88634,-0.58103,829.78296,166
122010200003021213,47.92989,11.35324,0.05556,0.02768,1,18,6.06061,0.0,1.0,19.16667,22.77778,13.96327,184.84747,1.57174,674.0292,165
122010022202131112,47.57305,11.33576,0.05556,0.02768,1,18,6.21118,0.0,1.0,13.61112,15.83333,19.93135,90.53901,0.61235,819.54297,161
122010022232322331,47.81053,11.48042,0.05556,0.02768,1,18,5.84795,0.0,0.83333,13.33333,19.16667,10.72637,108.3259,-0.28669,604.76495,171
122010200102110310,47.9066,11.67634,0.05556,0.02768,1,18,4.83092,0.0,0.88889,15.0,16.11111,4.71906,409.8385,-0.07387,699.54944,207
122010200003120311,47.92848,11.39225,0.05556,0.02768,1,18,7.40741,0.05556,0.94444,23.61111,28.83333,21.79505,237.42419,0.00531,686.44385,135
122010200003121200,47.92909,11.39291,0.05556,0.02768,1,18,37.03704,0.0,0.94444,20.0,26.11111,5.98164,157.52555,0.71085,680.9899,27
122001311100300112,47.85788,10.95101,0.05556,0.02768,1,18,11.90476,0.05556,0.83333,12.77778,14.81505,10.47882,141.82719,-0.45483,743.60626,84
122001311102101303,47.90796,10.96076,0.05556,0.02768,1,18,7.69231,0.0,0.94444,26.66669,28.61111,7.23419,556.22626,2.98532,736.10394,130
122001133323323320,47.81032,11.04745,0.05556,0.02768,1,18,5.34759,0.05556,0.94444,15.0,17.56944,31.6889,90.09694,-3.12069,738.9328,187
122001311100213132,47.87213,10.9401,0.05556,0.02768,1,18,6.28931,0.0,0.94444,18.88889,23.05556,26.19069,107.79796,-0.0498,739.1275,159
122010200011310302,47.86398,11.58538,0.05263,0.03538,2,38,8.47458,0.0,0.89474,24.44446,28.88891,1.89841,,1.22299,713.72864,236
122010200003010131,47.90402,11.36968,0.05263,0.02697,1,19,4.6729,0.05263,0.73684,10.0,14.02778,20.61431,44.23459,-1.34861,708.60565,214
122010200003021110,47.9232,11.35728,0.05263,0.02697,1,19,6.32911,0.05263,0.94737,25.69444,33.18057,19.25629,345.73917,0.03478,676.866,158
122010200003021033,47.92742,11.35407,0.05263,0.02697,1,19,10.20408,0.0,1.0,23.94049,29.13889,12.94287,283.24919,-0.9119,670.7271,98
122010200101003331,47.83192,11.71111,0.05263,0.02697,1,19,6.32911,0.26316,0.52632,9.44444,16.75,7.00679,304.68553,-0.78576,731.74005,158
122010022200023321,47.50341,11.26816,0.05263,0.02697,1,19,12.82051,0.0,0.94737,12.92497,15.00001,8.38968,213.63542,3.55901,894.8775,78
122010200111001230,47.82108,11.87986,0.05263,0.02697,1,19,12.65823,0.0,0.94737,25.00002,29.80556,16.71139,278.78793,1.15787,666.2396,79
122010200003121223,47.93234,11.39508,0.05263,0.02697,1,19,6.36943,0.0,0.89474,13.61111,15.55556,11.91817,115.41985,-3.5986,689.08826,157
122001311112310313,47.95188,11.15076,0.05263,0.02697,1,19,5.84795,0.05263,0.94737,17.50001,19.44444,6.55919,325.28955,-0.66564,554.6211,171
122010200100201102,47.85831,11.61855,0.05263,0.02697,1,19,7.04225,0.0,0.89474,15.55556,19.44446,11.19497,123.11855,1.23846,756.79395,142
122010022200032022,47.49866,11.27268,0.05172,0.03913,3,58,8.15217,0.01724,0.91379,24.16669,28.05558,10.06167,528.39612,-0.42369,900.6513,368
122010022223111013,47.72622,11.41933,0.05128,0.03478,2,39,12.26994,0.0,1.0,21.38891,23.82885,12.02524,301.31375,-1.00999,599.14874,163
122010022233132030,47.76084,11.58314,0.05085,0.03863,3,59,2.60417,0.13559,0.76271,11.11112,14.72223,3.89852,96.00315,-1.34382,716.1494,1152
122010022202310021,47.59625,11.31809,0.05,0.03815,3,60,3.59281,0.01667,0.93333,13.11451,15.55556,21.59984,60.49894,0.2691,819.9569,835
122010022302120120,47.57387,11.65168,0.05,0.0342,2,40,11.42857,0.025,0.975,22.7778,27.22222,7.71429,433.97165,-0.6694,836.248,175
122010022233031313,47.75427,11.55696,0.05,0.0342,2,40,4.72813,0.025,0.85,13.05557,19.72224,6.38023,345.59254,-0.41879,661.21027,423
122001133331213101,47.69234,11.20296,0.05,0.0342,2,40,4.36681,0.0,0.95,15.27779,17.50001,6.98192,314.25348,1.1474,686.683,458
122010022232002301,47.74181,11.43325,0.05,0.0263,1,20,2.6178,0.15,0.2,10.0,15.78503,26.7916,41.89449,-0.19118,600.34094,382
122010022212200212,47.60058,11.42897,0.05,0.0263,1,20,7.46269,0.0,0.95,15.83334,18.8889,12.82768,144.85013,-0.57968,772.9275,134
122010022322332322,47.81245,11.67401,0.05,0.0263,1,20,4.5045,0.1,0.75,10.0,11.94445,6.99828,170.99614,-0.06087,747.4171,222
122010200010132121,47.84896,11.49902,0.05,0.0263,1,20,3.7037,0.0,0.95,10.83334,13.05556,9.5229,118.90507,0.20266,627.9726,270
122010200012132013,47.9358,11.49658,0.05,0.0263,1,20,10.98901,0.0,1.0,25.83333,30.32918,10.08009,530.86066,-0.81399,578.1333,91
122001133321033110,47.67018,11.02821,0.05,0.0263,1,20,7.29927,0.0,1.0,15.0,16.94446,5.21299,,0.47114,869.9624,137
122010022022221022,47.44352,11.26202,0.04878,0.03364,2,41,4.00802,0.0,0.97561,9.44445,10.83334,11.86121,77.69755,-0.10042,916.3345,499
122010200110133132,47.85066,11.86346,0.04878,0.03364,2,41,8.0,0.04878,0.90244,15.0,17.77778,15.76383,94.51899,0.30909,700.2887,250
122001133310211202,47.51242,11.10768,0.04762,0.04042,5,105,3.01023,0.13333,0.78095,11.94445,16.11112,16.7355,100.15295,0.14942,686.77167,1661
122010022200023201,47.4999,11.2632,0.04762,0.03677,3,63,10.67616,0.0,0.88889,15.00001,25.0,9.272,100.46835,2.13979,893.01965,281
122010022222110121,47.7283,11.32366,0.04762,0.0331,2,42,5.2356,0.07143,0.7619,15.27779,19.44446,27.31174,61.52112,0.20395,622.5068,382
122010200101033203,47.85326,11.72462,0.04762,0.02566,1,21,10.20408,0.0,0.90476,27.36111,33.33333,9.67719,,-0.28906,704.1416,98
122010022232210201,47.7749,11.44974,0.04762,0.02566,1,21,6.89655,0.0,1.0,18.33333,21.94444,19.6911,169.20874,-3.27817,555.51324,145
122001133301131311,47.48902,11.07354,0.04762,0.02566,1,21,4.36681,0.0,0.95238,12.56525,14.44444,1.67406,,-0.04672,724.5806,229
122001133310020202,47.48989,11.07534,0.04762,0.02566,1,21,12.04819,0.0,0.95238,12.77779,14.16668,1.651,,-0.86327,725.27106,83
122010200012132102,47.93522,11.49788,0.04762,0.02566,1,21,7.8125,0.04762,0.95238,21.66668,26.94444,6.26822,602.677,-0.53096,593.77264,128
122010022332321103,47.7926,11.8402,0.04762,0.02566,1,21,3.44828,0.09524,0.71429,10.64237,13.88889,2.93965,119.68565,0.35445,731.94696,290
122010022231110202,47.64426,11.58072,0.04545,0.02505,1,22,6.13497,0.0,1.0,21.66668,26.58333,16.07705,273.03503,0.52779,705.8874,163
122010022221021201,47.66516,11.35095,0.04444,0.03157,2,45,10.4712,0.0,1.0,25.00002,29.34787,7.14753,591.39474,-0.09694,617.6803,191
122010022212000330,47.55778,11.4348,0.04348,0.02446,1,23,3.69004,0.0,1.0,14.16668,16.3889,6.95388,235.58493,0.03359,801.1736,271
122001311102012322,47.92203,10.9266,0.04348,0.02446,1,23,4.0,0.0,0.91304,11.94444,14.34723,11.88592,133.96051,0.04559,744.9387,250
